,year,km_driven,owner,seller_type,seats,fuel,transmission,mileage,engine,max_power,selling_price
3428,2017.0,120000.0,First Owner,Individual,5.0,Petrol,Manual,17.57,1193.0,88.7,6663.44
3429,2013.0,148000.0,First Owner,Individual,7.0,Diesel,Manual,20.77,1248.0,88.8,6178.81
3430,2013.0,60000.0,Second Owner,Individual,5.0,Diesel,Manual,21.27,1396.0,88.76,
3431,2015.0,18000.0,First Owner,Individual,5.0,Petrol,Manual,22.74,796.0,47.3,3755.75
3433,2004.0,96000.0,Third Owner,Individual,5.0,Petrol,Manual,19.7,796.0,46.3,1272.11
3434,2015.0,97000.0,Second Owner,Individual,5.0,Diesel,Manual,25.8,1498.0,98.6,5209.6
3435,2013.0,210000.0,Third Owner,Individual,5.0,Diesel,Manual,21.9,1396.0,88.76,4361.52
3436,2012.0,60000.0,Third Owner,Individual,5.0,Diesel,Manual,20.5,1598.0,105.0,4846.14
3437,2014.0,90000.0,First Owner,Individual,5.0,Diesel,Manual,23.4,1248.0,74.0,7269.2
3438,2019.0,35000.0,First Owner,Individual,5.0,Petrol,Manual,17.5,1199.0,88.7,7026.9
3439,,120000.0,,Individual,5.0,Diesel,Manual,21.03,1461.0,65.0,1696.15
3441,2017.0,20000.0,First Owner,Individual,5.0,Petrol,Manual,18.9,1197.0,82.0,6663.44
3442,2013.0,110000.0,Second Owner,Individual,5.0,Petrol,Manual,18.2,1199.0,84.8,1453.84
3443,2013.0,35000.0,First Owner,Individual,7.0,Diesel,Manual,12.99,2494.0,100.6,4846.14
3444,2018.0,15000.0,First Owner,Individual,5.0,Diesel,Manual,25.5,1498.0,98.6,12539.37
3445,,90000.0,,Individual,5.0,Diesel,Manual,26.21,1248.0,88.5,7572.09
3446,2008.0,40000.0,First Owner,Individual,5.0,Petrol,Manual,20.36,1197.0,78.9,2423.07
3447,2013.0,140000.0,First Owner,Individual,5.0,Diesel,Manual,21.02,18920.0,88.76,3828.45
3449,,55000.0,,Individual,7.0,Diesel,Automatic,11.36,2755.0,171.5,19081.66
3450,2013.0,73000.0,First Owner,Individual,8.0,Diesel,Manual,12.99,2494.0,100.0,10903.8
3451,2015.0,100000.0,First Owner,Individual,7.0,Diesel,Manual,20.77,1248.0,88.76,7874.97
3452,2015.0,32000.0,Second Owner,Individual,5.0,Diesel,Manual,25.83,16962.0,99.0,5573.04
3453,2012.0,112072.0,First Owner,Individual,5.0,Diesel,Manual,21.64,1461.0,84.8,3513.45
3454,2014.0,,First Owner,Individual,5.0,Diesel,Manual,,1399.0,68.05,4846.14
3455,2016.0,70000.0,Second Owner,Individual,5.0,Diesel,Manual,25.2,1248.0,74.0,6845.17
3457,2009.0,80000.0,Second Owner,Individual,5.0,Petrol,Manual,18.0,995.0,62.0,
3458,2007.0,110000.0,Fourth & Above Owner,Individual,5.0,Diesel,Automatic,16.07,1995.0,181.0,5815.36
3459,2007.0,80000.0,Second Owner,Individual,5.0,Petrol,Manual,18.2,1061.0,64.0,848.07
3460,2007.0,80000.0,Second Owner,Individual,5.0,Petrol,Manual,18.2,1061.0,64.0,848.07
3461,2011.0,80000.0,Second Owner,Individual,5.0,Petrol,Automatic,10.93,2497.0,204.0,14417.25
3463,2018.0,19000.0,First Owner,Individual,5.0,Diesel,Manual,23.0,1498.0,98.96,10903.8
3464,2015.0,40000.0,First Owner,Individual,5.0,Diesel,Manual,22.54,1396.0,88.73,7269.2
3465,2015.0,52269.0,First Owner,Individual,7.0,Diesel,Manual,15.4,2179.0,120.0,13326.87
3466,2010.0,170000.0,Second Owner,Individual,5.0,LPG,Manual,15.26,796.0,32.8,1453.84
3469,2009.0,60000.0,Third Owner,Individual,5.0,Petrol,Manual,18.5,1197.0,80.0,2786.52
3470,2017.0,15780.0,First Owner,Individual,5.0,Petrol,Manual,17.8,1198.0,86.7,6905.74
3471,2014.0,106000.0,First Owner,Individual,5.0,Diesel,Manual,22.32,1582.0,126.32,6966.32
3472,2012.0,80000.0,Third Owner,Individual,5.0,Diesel,Manual,20.54,1598.0,103.6,3392.29
3473,2015.0,74000.0,Second Owner,Individual,5.0,Diesel,Manual,21.19,1396.0,88.73,7026.9
3475,2013.0,70000.0,Third Owner,Individual,5.0,Diesel,Manual,22.32,1582.0,126.32,6057.67
3476,2015.0,60000.0,First Owner,Individual,5.0,Diesel,Manual,26.21,1248.0,88.5,8480.74
3477,2016.0,50000.0,Second Owner,Individual,5.0,Petrol,Manual,18.16,1196.0,86.8,4700.75
3478,2011.0,80000.0,Second Owner,Individual,5.0,Petrol,Manual,20.36,1197.0,78.9,
3479,2011.0,90000.0,Second Owner,Individual,5.0,Petrol,Manual,15.64,1193.0,64.08,1090.38
3480,2014.0,114000.0,First Owner,Individual,5.0,Diesel,Manual,19.01,1461.0,1623.61,7269.2
3481,2009.0,100000.0,First Owner,Individual,5.0,Petrol,Manual,18.5,1197.0,80.0,2847.1
3482,2011.0,100000.0,Second Owner,Individual,5.0,Diesel,Manual,23.0,1396.0,1392.05,38.18
3483,2011.0,80000.0,Second Owner,Individual,5.0,Petrol,Manual,20.36,1197.0,78.9,2847.1
3484,2010.0,35000.0,First Owner,Individual,5.0,Petrol,Manual,19.7,796.0,46.3,2301.91
3485,2011.0,79000.0,First Owner,Individual,5.0,Diesel,Manual,21.12,,,3937.48
3486,2007.0,2360457.0,Second Owner,Individual,5.0,Petrol,Manual,18.6,1197.0,81.83,6663.44
3488,2017.0,10000.0,First Owner,Individual,5.0,Petrol,Manual,20.3,1199.0,84.0,6663.44
3489,2013.0,150000.0,Second Owner,Individual,7.0,Diesel,Manual,15.1,2179.0,140.0,8723.04
3490,2011.0,110000.0,First Owner,Individual,5.0,Petrol,Manual,18.06,1198.0,1273.55,1332.69
3491,2018.0,10000.0,First Owner,Individual,5.0,Petrol,Manual,24.7,796.0,47.3,3755.75
3492,2010.0,70000.0,Second Owner,Individual,5.0,LPG,Manual,36.68,998.0,58.2,1817.3
3493,2012.0,46000.0,First Owner,Individual,5.0,Diesel,Manual,19.4,1405.0,70.0,3149.99
3495,2013.0,108800.0,Third Owner,Individual,5.0,Diesel,Manual,22.9,1248.0,74.0,5451.9
3496,2009.0,70000.0,Second Owner,Individual,5.0,Petrol,Manual,20.36,1197.0,78.9,2410.95
3497,2018.0,35000.0,First Owner,Individual,7.0,Diesel,Manual,15.4,2523.0,75.0,12115.34
3498,2011.0,,First Owner,Individual,5.0,Diesel,Manual,,1399.0,68.0,2907.68
3499,2018.0,40000.0,First Owner,Individual,5.0,Petrol,Manual,25.17,799.0,53.3,4240.37
3500,2014.0,120000.0,Third Owner,Individual,7.0,Diesel,Manual,15.96,2523.0,62.1,6421.13
3501,2011.0,35000.0,First Owner,Individual,5.0,Petrol,Manual,18.0,995.0,62.0,
3502,2019.0,12500.0,First Owner,Individual,5.0,Petrol,Manual,18.6,1197.0,81.86,515587.45
3503,,80000.0,,Individual,5.0,Petrol,Manual,18.9,1197.0,82.0,4579.6
3504,2015.0,210000.0,Second Owner,Individual,5.0,Petrol,Manual,25.17,799.0,53.3,2544.22
3505,2018.0,100000.0,Second Owner,Individual,5.0,Diesel,Manual,28.4,1248.0,74.02,8480.74
3507,2016.0,103000.0,First Owner,Individual,7.0,Diesel,Manual,16.5,1493.0,70.0,
3509,2006.0,100000.0,Second Owner,Individual,5.0,Petrol,Manual,19.7,796.0,46.3,1453.84
3510,2015.0,45000.0,First Owner,Individual,5.0,Petrol,Automatic,15.5,8244.0,86.7,5027.87
3511,2015.0,45000.0,First Owner,Individual,5.0,Petrol,Automatic,15.5,1198.0,86.7,5451.9
3513,2014.0,200000.0,First Owner,Individual,9.0,Diesel,Manual,15.96,2523.0,62.1,6360.55
3514,2017.0,100000.0,First Owner,Individual,5.0,Petrol,Manual,21.1,814.0,55.2,3210.56
3516,2017.0,9000.0,First Owner,Dealer,5.0,Diesel,Automatic,13.6,1999.0,177.0,
3517,2019.0,20000.0,First Owner,Dealer,5.0,Petrol,Automatic,22.37,2487.0,214.56,62393.99
3518,2017.0,45000.0,First Owner,Dealer,5.0,Diesel,Automatic,19.33,1999.0,14.03,38769.08
3519,2015.0,110000.0,First Owner,Individual,7.0,Diesel,Manual,14.1,2179.0,147.94,6094.02
3520,2019.0,20000.0,First Owner,Individual,5.0,Diesel,Automatic,18.0,1969.0,190.0,46038.28
3521,2016.0,68089.0,First Owner,Trustmark Dealer,5.0,Petrol,Automatic,19.16,2494.0,157.7,24230.68
3522,2013.0,58343.0,First Owner,Trustmark Dealer,5.0,Petrol,Manual,21.79,998.0,67.05,2725.95
3523,2018.0,38817.0,First Owner,Dealer,5.0,Diesel,Manual,27.39,1248.0,74.0,8965.35
3524,2016.0,56494.0,First Owner,Trustmark Dealer,5.0,Petrol,Manual,18.2,1199.0,88.7,6663.44
3526,2019.0,5621.0,First Owner,Trustmark Dealer,5.0,Petrol,Automatic,22.0,1197.0,81.8,7874.97
3527,2017.0,25538.0,First Owner,Trustmark Dealer,5.0,Petrol,Manual,16.78,1496.0,88.73,7572.09
3528,2018.0,69779.0,First Owner,Dealer,5.0,Petrol,Automatic,22.0,1197.0,81.8,7269.2
3529,2017.0,56290.0,First Owner,Dealer,5.0,Diesel,Manual,24.0,1186.0,73.97,5451.9
3530,2019.0,7500.0,First Owner,Dealer,5.0,Diesel,Automatic,16.78,1995.0,190.0,65422.83
3531,2019.0,8500.0,First Owner,Dealer,5.0,Diesel,Automatic,16.78,,,66634.36
3532,2019.0,7032.0,First Owner,Trustmark Dealer,5.0,Petrol,Automatic,19.0,1199.0,88.76,9437.85
3533,2016.0,11000.0,First Owner,Dealer,5.0,Petrol,Automatic,14.3,1598.0,103.5,7814.39
3534,2018.0,2000.0,First Owner,Dealer,5.0,Diesel,Automatic,16.8,,,29985.46
3535,2015.0,100000.0,First Owner,Individual,5.0,Diesel,Manual,23.0,1248.0,88.7,4846.14
3536,2013.0,40000.0,First Owner,Individual,5.0,Diesel,Manual,21.9,,,4179.79
3537,2018.0,15000.0,Second Owner,Individual,6.0,Diesel,Manual,16.55,2498.0,105.0,10298.04
3538,2018.0,15000.0,First Owner,Individual,5.0,Petrol,Automatic,20.89,1197.0,81.8,7511.51
3539,2018.0,10000.0,Second Owner,Individual,5.0,Petrol,Manual,21.4,1197.0,83.1,
3540,2012.0,90000.0,First Owner,Individual,5.0,Diesel,Manual,22.3,1248.0,74.0,2423.07
3541,2017.0,80000.0,First Owner,Individual,7.0,Diesel,Manual,16.5,1493.0,70.0,7996.12
3544,2015.0,28000.0,Second Owner,Individual,7.0,Diesel,Manual,15.1,2179.0,140.0,12721.1
3545,2010.0,90000.0,Second Owner,Individual,5.0,Petrol,Manual,15.6,1196.0,70.0,1938.45
3546,2006.0,80000.0,Third Owner,Individual,5.0,Petrol,Manual,13.5,1799.0,7.1,1817.3
3547,2010.0,35000.0,First Owner,Individual,5.0,Petrol,Manual,19.0,998.0,67.1,2423.07
3549,2009.0,110000.0,Second Owner,Individual,5.0,Petrol,Manual,15.7,1172.0,67.0,1696.15
3551,2008.0,110000.0,Second Owner,Individual,5.0,Petrol,Manual,17.7,1497.0,78.0,2423.07
3552,2010.0,100000.0,Second Owner,Individual,5.0,Diesel,Manual,17.5,1896.0,106.0,3028.83
3553,2008.0,110000.0,Second Owner,Individual,5.0,Diesel,Manual,17.5,1896.0,106.0,2786.52
3554,2011.0,130000.0,Second Owner,Individual,5.0,Diesel,Manual,17.8,1399.0,1621.81,3876.91
3556,2018.0,27000.0,First Owner,Individual,5.0,Petrol,Manual,15.8,1591.0,121.3,14538.41
3557,2018.0,9000.0,First Owner,Individual,5.0,Petrol,Automatic,21.4,1197.0,83.1,8965.35
3558,2013.0,40000.0,First Owner,Individual,5.0,Diesel,Manual,21.9,1396.0,88.8,4179.79
3559,2019.0,,Second Owner,Individual,5.0,Petrol,Automatic,,1197.0,81.8,6905.74
3560,2019.0,10000.0,First Owner,Individual,5.0,Petrol,Manual,20.52,1197.0,81.8,5936.52
3561,2013.0,100000.0,First Owner,Individual,5.0,Diesel,Manual,23.57,1396.0,70.0,3028.83
3562,2017.0,20000.0,First Owner,Individual,5.0,Petrol,Automatic,20.51,998.0,1802.01,5209.6
3563,2014.0,,First Owner,Individual,5.0,Petrol,Manual,,814.0,55.2,2725.95
3564,2018.0,15000.0,Second Owner,Individual,6.0,Diesel,Manual,16.55,2498.0,105.0,10298.04
3565,2018.0,15000.0,First Owner,Individual,5.0,Petrol,Automatic,20.89,1197.0,81.8,7511.51
3566,2014.0,70000.0,Second Owner,Individual,5.0,Diesel,Manual,22.54,1396.0,88.73,5330.75
3567,2016.0,70000.0,First Owner,Individual,5.0,Diesel,Manual,24.3,1248.0,88.5,9692.27
3568,2018.0,10000.0,Second Owner,Individual,5.0,Petrol,Manual,21.4,1197.0,83.1,8480.74
3569,2016.0,47000.0,First Owner,Individual,5.0,Diesel,Manual,25.2,1248.0,74.0,7269.2
3570,2012.0,90000.0,First Owner,Individual,5.0,Diesel,Manual,22.3,1248.0,74.0,2423.07
3571,2017.0,80000.0,First Owner,Individual,7.0,Diesel,Manual,16.5,1493.0,70.0,7996.12
3572,2015.0,39000.0,First Owner,Individual,7.0,Diesel,Manual,13.5,2477.0,175.56,20596.07
3573,2015.0,53000.0,First Owner,Individual,5.0,Diesel,Manual,24.0,1120.0,70.0,5451.9
3574,2013.0,105000.0,Second Owner,Individual,5.0,Diesel,Manual,23.4,1248.0,74.0,5088.44
3576,2016.0,15000.0,First Owner,Individual,5.0,Petrol,Manual,23.84,1199.0,84.0,4240.37
3577,2014.0,100000.0,First Owner,Individual,8.0,Diesel,Manual,14.0,2489.0,95.0,3392.29
3578,2013.0,152186.0,Second Owner,Dealer,5.0,Diesel,Manual,20.45,1461.0,83.8,5149.02
3579,2013.0,82246.0,First Owner,Dealer,5.0,Petrol,Manual,20.36,,,3574.02
3581,2017.0,40000.0,First Owner,Individual,5.0,Diesel,Manual,28.4,1248.0,74.02,9134.96
3583,2011.0,250000.0,Second Owner,Individual,7.0,Diesel,Manual,12.8,2494.0,102.0,6663.44
3584,2011.0,250000.0,Second Owner,Individual,7.0,Diesel,Manual,12.8,2494.0,1301.66,6663.44
3585,2019.0,2789.0,First Owner,Dealer,5.0,Petrol,Manual,18.16,1196.0,86.8,8177.85
3586,2018.0,35278.0,First Owner,Dealer,5.0,Diesel,Manual,23.8,1499.0,98.97,8480.74
3587,2018.0,2860.0,First Owner,Dealer,5.0,Diesel,Manual,23.8,1499.0,98.97,9631.69
3588,2010.0,200000.0,First Owner,Individual,7.0,Diesel,Manual,12.8,2494.0,102.0,6239.4
3589,2018.0,20000.0,First Owner,Individual,6.0,Petrol,Manual,18.15,1198.0,82.0,5451.9
3590,2008.0,60000.0,Third Owner,Individual,5.0,Petrol,Manual,15.0,12842.0,66.6,1877.88
3592,2011.0,78562.0,First Owner,Dealer,5.0,Diesel,Manual,20.0,1399.0,68.0,3028.83
3593,2011.0,96000.0,Fourth & Above Owner,Individual,5.0,Diesel,Manual,22.32,1582.0,126.32,
3594,2011.0,96000.0,Fourth & Above Owner,Individual,5.0,Diesel,Manual,22.32,1582.0,126.32,5451.9
3596,2014.0,50000.0,First Owner,Individual,5.0,Diesel,Manual,22.54,1396.0,88.73,5088.44
3598,2018.0,40000.0,First Owner,Individual,5.0,Diesel,Manual,25.1,1248.0,88.5,9086.5
3599,2020.0,10000.0,First Owner,Individual,5.0,Petrol,Manual,19.02,1198.0,67.05,5451.9
3600,2008.0,60000.0,Second Owner,Individual,5.0,Diesel,Manual,17.8,1248.0,75.0,2120.18
3601,2019.0,10000.0,First Owner,Individual,5.0,Petrol,Manual,17.19,1197.0,81.86,7874.97
3602,2018.0,10000.0,First Owner,Individual,7.0,Diesel,Manual,25.47,1248.0,88.5,12721.1
3603,2011.0,35000.0,Second Owner,Individual,5.0,Diesel,Manual,22.32,1582.0,126.32,4543.25
3604,2014.0,80000.0,First Owner,Individual,7.0,Diesel,Manual,14.74,2199.0,194.3,13326.87
3605,2019.0,28000.0,First Owner,Individual,7.0,Diesel,Manual,15.1,2179.0,152.87,18778.77
3607,2017.0,32000.0,First Owner,Individual,5.0,Diesel,Manual,16.3,1956.0,170.0,18306.28
3608,2003.0,40000.0,First Owner,Individual,5.0,Petrol,Manual,18.9,998.0,67.1,1635.57
3609,2011.0,35000.0,Second Owner,Individual,5.0,Diesel,Manual,22.32,1582.0,126.32,4543.25
3610,2019.0,10000.0,First Owner,Individual,5.0,Petrol,Manual,25.17,799.0,1621.77,3876.91
3611,2019.0,25000.0,Second Owner,Individual,7.0,Diesel,Automatic,15.1,2179.0,1824.22,19990.31
3612,2016.0,50000.0,First Owner,Individual,5.0,Petrol,Manual,23.95,998.0,67.05,3876.91
3613,2012.0,129000.0,First Owner,Individual,5.0,Diesel,Manual,19.3,1248.0,73.9,42.55
3614,2015.0,100000.0,Second Owner,Individual,7.0,Diesel,Automatic,16.0,2179.0,140.0,
3616,2018.0,28000.0,Second Owner,Individual,5.0,Petrol,Manual,17.0,1198.0,108.5,7208.63
3617,2017.0,60000.0,First Owner,Individual,5.0,Diesel,Manual,23.65,1248.0,88.5,9692.27
3618,2013.0,70000.0,First Owner,Individual,5.0,Petrol,Manual,13.87,1598.0,86.0,4240.37
3619,2013.0,110000.0,First Owner,Individual,5.0,Diesel,Manual,19.1,1405.0,70.0,3331.72
3620,2019.0,10000.0,First Owner,Individual,5.0,Petrol,Manual,15.37,1196.0,73.0,5088.44
3621,2008.0,110000.0,Second Owner,Individual,5.0,Diesel,Manual,18.1,1493.0,110.0,3028.83
3622,2007.0,100000.0,Second Owner,Individual,5.0,Diesel,Manual,17.8,1248.0,75.0,3028.83
3623,2008.0,120000.0,Second Owner,Individual,8.0,Diesel,Manual,12.05,2179.0,120.0,3513.45
3624,2016.0,60000.0,First Owner,Individual,5.0,Petrol,Automatic,16.9,1197.0,82.0,6360.55
3625,2008.0,110000.0,Third Owner,Individual,7.0,Diesel,Manual,10.5,2609.0,120.0,3028.83
3627,2017.0,10000.0,First Owner,Individual,5.0,Petrol,Manual,23.1,998.0,67.04,5209.6
3628,2017.0,35000.0,First Owner,Individual,5.0,Petrol,Manual,21.4,1197.0,83.1,7632.66
3629,2018.0,23000.0,First Owner,Individual,5.0,Petrol,Manual,20.3,1199.0,84.0,6663.44
3630,2019.0,15000.0,Second Owner,Individual,5.0,Diesel,Manual,28.4,1248.0,74.0,7632.66
3631,2018.0,20000.0,First Owner,Individual,9.0,Diesel,Manual,18.49,2179.0,120.0,10298.04
3632,2011.0,90000.0,First Owner,Individual,7.0,Diesel,Manual,13.6,2523.0,63.0,5512.48
3633,2011.0,,First Owner,Individual,7.0,Diesel,Manual,,2523.0,63.0,5391.33
3634,2013.0,80000.0,First Owner,Individual,5.0,Diesel,Manual,21.9,1396.0,88.76,4482.68
3637,2012.0,185000.0,Second Owner,Individual,5.0,Diesel,Manual,19.4,15845.0,70.0,1696.15
3638,2019.0,40000.0,First Owner,Individual,5.0,Petrol,Manual,21.21,1197.0,81.8,6663.44
3639,2017.0,30000.0,First Owner,Individual,5.0,Petrol,Manual,23.01,999.0,1230.08,3634.6
3640,2011.0,120000.0,First Owner,Individual,5.0,Diesel,Manual,23.03,1396.0,69.0,1817.3
3641,2011.0,500000.0,Second Owner,Individual,5.0,Petrol,Manual,18.9,998.0,67.1,2786.52
3643,2011.0,120000.0,First Owner,Individual,7.0,Diesel,Manual,11.5,2982.0,171.0,10903.8
3644,2015.0,80000.0,First Owner,Individual,9.0,Diesel,Manual,15.4,2523.0,75.0,8723.04
3645,2016.0,90000.0,Second Owner,Individual,5.0,Diesel,Manual,22.54,1396.0,88.73,6663.44
3646,2015.0,90000.0,First Owner,Individual,9.0,Diesel,Manual,15.4,2523.0,75.0,8723.04
3648,2016.0,70000.0,First Owner,Individual,5.0,Diesel,Manual,25.2,1248.0,74.0,6481.71
3651,2014.0,110000.0,Second Owner,Individual,7.0,Diesel,Manual,20.77,1248.0,88.76,6360.55
3652,2019.0,90000.0,First Owner,Individual,5.0,Petrol,Manual,23.01,999.0,67.0,2665.37
3653,2018.0,50000.0,First Owner,Individual,5.0,Petrol,Manual,23.84,1199.0,84.0,4240.37
3654,2016.0,60000.0,First Owner,Individual,7.0,Diesel,Manual,18.49,1493.0,100.0,6421.13
3657,2015.0,90000.0,Second Owner,Individual,5.0,Diesel,Manual,24.4,1120.0,71.0,3876.91
3659,2009.0,95000.0,Second Owner,Individual,5.0,Petrol,Manual,19.0,998.0,66.1,2120.18
3660,2017.0,35000.0,First Owner,Individual,7.0,Diesel,Manual,15.96,2523.0,62.1,9692.27
3661,2007.0,38000.0,Second Owner,Individual,5.0,Petrol,Manual,15.3,1193.0,65.3,945.0
3662,2014.0,56000.0,Second Owner,Individual,5.0,Petrol,Manual,17.4,1497.0,117.3,6845.17
3663,2017.0,50000.0,First Owner,Individual,5.0,Diesel,Manual,22.54,1396.0,88.73,6966.32
3664,2014.0,70000.0,Second Owner,Individual,5.0,Petrol,Manual,21.1,814.0,55.2,2059.61
3665,2014.0,30000.0,First Owner,Individual,5.0,Petrol,Manual,22.74,796.0,47.3,
3666,2015.0,188000.0,First Owner,Individual,7.0,Diesel,Manual,16.0,2179.0,140.0,11509.57
3667,2014.0,60000.0,First Owner,Individual,5.0,Petrol,Manual,17.8,1497.0,117.3,7874.97
3668,2013.0,133000.0,First Owner,Individual,7.0,Diesel,Manual,14.0,11727.0,138.1,6663.44
3669,2010.0,160000.0,First Owner,Individual,7.0,Diesel,Manual,12.8,2494.0,102.0,7874.97
3670,2013.0,150000.0,Second Owner,Individual,7.0,Diesel,Manual,15.1,2179.0,140.0,9692.27
3671,2020.0,30000.0,First Owner,Individual,5.0,Petrol,Manual,22.05,796.0,47.3,3040.94
3672,2013.0,60000.0,Second Owner,Individual,5.0,Petrol,Manual,22.74,,,2059.61
3673,2013.0,30000.0,First Owner,Individual,5.0,Diesel,Manual,19.09,166.0,69.0,
3674,2014.0,80000.0,First Owner,Individual,7.0,Petrol,Manual,13.7,1399.0,98.82,3779.99
3675,2014.0,20000.0,First Owner,Individual,5.0,Petrol,Manual,22.74,796.0,47.3,3028.83
3676,2013.0,80000.0,First Owner,Individual,5.0,Petrol,Manual,21.1,814.0,55.2,2423.07
3677,2016.0,73000.0,First Owner,Individual,7.0,Diesel,Manual,15.4,2523.0,75.0,8117.28
3678,2017.0,50000.0,First Owner,Individual,5.0,Petrol,Manual,21.1,814.0,55.2,3271.14
3679,2012.0,200000.0,First Owner,Individual,7.0,Diesel,Manual,15.96,2523.0,13.75,4361.52
3680,2018.0,46000.0,First Owner,Individual,5.0,Diesel,Manual,28.4,1248.0,74.0,7632.66
3681,2003.0,,First Owner,Individual,4.0,Petrol,Manual,,796.0,37.0,673.6
3682,2018.0,50000.0,First Owner,Individual,8.0,Diesel,Manual,23.5,909.0,45.0,4846.14
3685,2019.0,30000.0,First Owner,Individual,7.0,Diesel,Manual,15.96,2523.0,62.1,8601.89
3686,2018.0,30000.0,First Owner,Individual,7.0,Diesel,Manual,17.6,2179.0,153.86,19081.66
3687,2018.0,13000.0,First Owner,Individual,7.0,Diesel,Manual,17.0,2200.0,139.01,12721.1
3688,2019.0,15000.0,First Owner,Individual,6.0,Petrol,Manual,19.01,1462.0,103.2,12115.34
3690,2015.0,63000.0,First Owner,Individual,5.0,Diesel,Manual,22.77,1498.0,98.59,7269.2
3692,2017.0,14000.0,First Owner,Individual,5.0,Petrol,Manual,19.1,1197.0,82.0,7390.36
3693,2017.0,35000.0,First Owner,Individual,5.0,Petrol,Manual,24.7,796.0,47.3,3755.75
3694,2016.0,35000.0,First Owner,Individual,7.0,Diesel,Manual,15.96,2523.0,62.1,8723.04
3695,2012.0,110000.0,Second Owner,Individual,5.0,Diesel,Manual,19.09,155.0,69.0,
3696,2011.0,85700.0,Second Owner,Individual,5.0,Diesel,Manual,17.0,1405.0,70.0,2120.18
3697,2010.0,120000.0,First Owner,Individual,5.0,Diesel,Manual,21.1,1248.0,73.9,
3700,2016.0,35000.0,First Owner,Individual,5.0,Diesel,Manual,24.4,1120.0,71.0,6663.44
3701,2012.0,70000.0,Second Owner,Individual,5.0,Petrol,Manual,18.6,1197.0,85.8,3392.29
3702,2013.0,90000.0,First Owner,Individual,5.0,Petrol,Manual,14.09,1596.0,99.6,4240.37
3703,2017.0,42000.0,Second Owner,Individual,7.0,Diesel,Manual,16.0,2179.0,140.0,13932.64
3704,2016.0,30000.0,Second Owner,Individual,5.0,Petrol,Manual,18.9,1197.0,82.0,5088.44
3705,2017.0,80000.0,First Owner,Individual,5.0,Petrol,Manual,20.73,1373.0,91.1,9813.42
3706,2011.0,90000.0,Third Owner,Individual,5.0,Petrol,Manual,17.0,1197.0,80.0,3513.45
3707,2012.0,60000.0,First Owner,Individual,5.0,Petrol,Manual,18.6,1199.0,79.4,2180.76
3708,2010.0,162000.0,First Owner,Individual,5.0,Petrol,Manual,15.37,1196.0,73.0,1938.45
3709,2017.0,70000.0,Third Owner,Individual,4.0,Petrol,Manual,23.9,624.0,37.48,799.61
3710,2015.0,20000.0,Second Owner,Individual,5.0,Petrol,Manual,20.51,998.0,67.04,4470.56
3711,2012.0,80000.0,Second Owner,Individual,7.0,Diesel,Manual,13.93,2179.0,138.1,3634.6
3712,2008.0,90000.0,First Owner,Individual,7.0,Diesel,Manual,13.6,9217.0,63.0,4240.37
3713,2008.0,120000.0,Second Owner,Individual,5.0,Petrol,Automatic,19.2,1197.0,80.0,2665.37
3714,2005.0,220000.0,First Owner,Individual,10.0,Diesel,Manual,14.8,2499.0,80.0,1938.45
3715,2009.0,100000.0,Second Owner,Individual,5.0,Diesel,Manual,17.8,1248.0,75.0,2677.49
3716,2017.0,35000.0,First Owner,Individual,5.0,Petrol,Manual,17.57,1193.0,88.7,4846.14
3717,2004.0,120000.0,Second Owner,Individual,5.0,Petrol,Manual,13.4,2362.0,164.7,
3718,2011.0,120000.0,Fourth & Above Owner,Individual,7.0,Diesel,Manual,13.6,2523.0,63.0,4724.98
3719,2012.0,110000.0,First Owner,Individual,5.0,Petrol,Manual,15.37,1196.0,73.0,2301.91
3721,2017.0,27000.0,First Owner,Individual,5.0,Diesel,Manual,22.54,1396.0,88.73,9086.5
3722,2016.0,50000.0,First Owner,Individual,5.0,Diesel,Manual,26.59,1248.0,74.0,7874.97
3723,2018.0,40000.0,First Owner,Individual,5.0,Petrol,Manual,17.8,1198.0,86.7,7693.24
3724,2013.0,88000.0,Second Owner,Individual,5.0,Diesel,Manual,22.32,1582.0,126.32,6299.98
3725,2020.0,50000.0,First Owner,Individual,7.0,Diesel,Manual,16.36,2179.0,140.0,18173.01
3726,2012.0,80000.0,Second Owner,Individual,5.0,Diesel,Manual,22.32,1582.0,1764.85,5027.87
3727,2019.0,60000.0,First Owner,Individual,5.0,Diesel,Manual,22.54,12563.0,88.76,8480.74
3728,2017.0,26000.0,Second Owner,Individual,5.0,Petrol,Manual,21.21,1197.0,81.8,5875.93
3729,2007.0,80000.0,Second Owner,Individual,5.0,Petrol,Manual,16.6,1388.0,68.0,1453.84
3730,2014.0,60000.0,Second Owner,Individual,5.0,Petrol,Manual,21.1,814.0,55.2,2665.37
3731,2014.0,,Second Owner,Individual,5.0,Petrol,Manual,,1197.0,78.9,3876.91
3732,2011.0,90000.0,Second Owner,Individual,5.0,Diesel,Manual,22.9,1248.0,74.0,4543.25
